
v1	v2	v3	v4	v5	v6	v7	v8	time
0.0015954	0.0029327	-0.0995967	-0.0099718	-0.0401551	-0.0416832	-0.0302392	-0.0017026	2428.72
0.001569	0.0027574	-0.0995415	-0.0100535	-0.0404582	-0.0419375	-0.0304619	-0.0016565	2440.19
0.0015665	0.0030037	-0.1000835	-0.0099925	-0.0408587	-0.0422852	-0.0306578	-0.0016232	2451.68
0.0016443	0.0030654	-0.1009213	-0.0100377	-0.0410919	-0.042625	-0.0308185	-0.0015973	2463.15
0.0015393	0.0032244	-0.1012484	-0.0099515	-0.0413507	-0.0428988	-0.0309984	-0.001581	2474.62
0.0016104	0.0030997	-0.1021004	-0.0099538	-0.0416336	-0.0431899	-0.0312101	-0.00154	2486.07
0.0016291	0.0031074	-0.1026923	-0.0101441	-0.0418737	-0.0433957	-0.0318306	-0.0015287	2497.52
0.0016249	0.0031013	-0.1032228	-0.0099961	-0.0421421	-0.0436644	-0.0314782	-0.0015041	2508.99
0.0017165	0.00306	-0.104047	-0.0098788	-0.0422845	-0.0438266	-0.0315878	-0.0014789	2520.48
0.0016616	0.003176	-0.1041203	-0.0099702	-0.0427271	-0.0440827	-0.0317149	-0.0014709	2531.95
0.0016795	0.0031546	-0.104649	-0.009854	-0.0427597	-0.0442601	-0.0317827	-0.00145	2543.39
0.0016601	0.0031098	-0.1049419	-0.00999	-0.0429086	-0.044419	-0.0319445	-0.0014297	2554.84
0.0016634	0.0032501	-0.1053516	-0.0100566	-0.0429937	-0.0443988	-0.0320713	-0.0014167	2566.3
0.0015996	0.0031939	-0.1057556	-0.0100821	-0.0432933	-0.0448834	-0.0321955	-0.001394	2577.77
0.0016905	0.0031909	-0.1060526	-0.0098124	-0.0431463	-0.0449018	-0.0323224	-0.0013868	2589.24
0.0016162	0.003236	-0.1063759	-0.0100471	-0.0435201	-0.0450264	-0.0324055	-0.0013833	2600.71
0.0017211	0.0032684	-0.1067292	-0.0100882	-0.0436477	-0.0455048	-0.032499	-0.0013829	2612.15
0.0016623	0.003123	-0.107113	-0.0100281	-0.0437075	-0.0453292	-0.0325312	-0.0013508	2623.58
0.0016611	0.003241	-0.1073045	-0.0099913	-0.0438964	-0.0453939	-0.0326096	-0.0013448	2635.02
0.0016995	0.0032485	-0.1076308	-0.0100369	-0.044019	-0.0455957	-0.0327312	-0.0013536	2646.49
0.0016426	0.003226	-0.1079717	-0.0100266	-0.0441413	-0.0457419	-0.0327897	-0.0012784	2657.95
0.0017124	0.0032668	-0.1083072	-0.0100178	-0.0441793	-0.0458817	-0.0327182	-0.0012676	2669.37
0.0017135	0.0032962	-0.1086885	-0.0099002	-0.0444505	-0.0460485	-0.0330417	-0.0012701	2680.81
0.0017522	0.0033312	-0.1090726	-0.0099623	-0.0446432	-0.0462019	-0.033158	-0.001264	2692.25
0.001696	0.0033174	-0.10949	-0.0099963	-0.0448987	-0.0463478	-0.0332714	-0.0012397	2703.67
0.0016661	0.0032687	-0.1106507	-0.0103155	-0.0449846	-0.046755	-0.0336915	-0.00123	2715.09
0.0017126	0.0033169	-0.1103712	-0.0099921	-0.045263	-0.0467845	-0.033488	-0.0012241	2726.56
0.0017789	0.0033661	-0.1108299	-0.0100146	-0.0453729	-0.0470067	-0.034407	-0.001311	2738.0
0.0016351	0.0032448	-0.1113252	-0.0100935	-0.0455571	-0.0472789	-0.0338516	-0.0012001	2749.44
0.0018449	0.0033013	-0.1117804	-0.010001	-0.0458123	-0.0474105	-0.0338678	-0.0011681	2760.89
0.0018415	0.0033484	-0.1123125	-0.0099328	-0.0460901	-0.047613	-0.0340319	-0.001161	2772.39
0.0017471	0.0034268	-0.1128321	-0.009908	-0.0461834	-0.0479164	-0.0342012	-0.0011379	2783.86
0.0018506	0.0034882	-0.113264	-0.0099948	-0.0465842	-0.0481824	-0.0343397	-0.0011636	2795.32
0.0016185	0.0033046	-0.1139924	-0.0101027	-0.0468407	-0.0484377	-0.0344528	-0.0011262	2806.79
0.0017592	0.0033125	-0.1136877	-0.0099618	-0.0468461	-0.0486796	-0.0345197	-0.0010798	2818.23
0.0018364	0.003501	-0.1148688	-0.0100076	-0.04717	-0.048858	-0.0347593	-0.001069	2829.65
0.0018545	0.0034444	-0.11543	-0.0100731	-0.0475139	-0.0491223	-0.0349867	-0.0010468	2841.07
0.0018539	0.0035044	-0.1159974	-0.0100052	-0.0476221	-0.0493087	-0.0350996	-0.0010365	2852.51
0.0018682	0.0035364	-0.1163733	-0.0101556	-0.0476361	-0.049904	-0.0352539	-0.001135	2863.96
0.0018962	0.0035584	-0.1170501	-0.0099637	-0.0480863	-0.0497999	-0.0353435	-0.0009823	2875.43
0.001913	0.0035998	-0.1176027	-0.0099796	-0.048344	-0.0499248	-0.0354652	-0.0009724	2886.86
0.0019084	0.003582	-0.1180999	-0.0099995	-0.0487709	-0.0502579	-0.0356985	-0.0009764	2898.29
